cores,input,average_runtime,speedup,efficiency,mem_ram,freq_mem,freq_cpu,mem_l3
32,0,0.12299036979675293,123.72438689641938,3.8663870905131055,128,2133,2.3,40
31,0,0.12208616733551025,124.64072244522929,4.020668465975138,128,2133,2.3,40
30,0,0.12123644351959229,125.51430622268327,4.183810207422776,128,2133,2.3,40
29,0,0.12013721466064453,126.66273427639256,4.367680492289399,128,2133,2.3,40
28,0,0.11927151679992676,127.58207915468125,4.556502826952902,128,2133,2.3,40
27,0,0.11958038806915283,127.25253984346729,4.713057031239529,128,2133,2.3,40
26,0,0.11760079860687256,129.39459831506517,4.976715319810198,128,2133,2.3,40
25,0,0.11745953559875488,129.5502150566008,5.182008602264031,128,2133,2.3,40
24,0,0.11665654182434082,130.44196115619883,5.435081714841618,128,2133,2.3,40
23,0,0.1164088249206543,130.7195404441131,5.683458280178831,128,2133,2.3,40
22,0,0.11525607109069824,132.0269548776527,6.001225221711487,128,2133,2.3,40
21,0,0.11467397212982178,132.697139679091,6.318911413290048,128,2133,2.3,40
20,0,0.11365747451782227,133.88391886959477,6.6941959434797385,128,2133,2.3,40
19,0,0.11350655555725098,134.0619316880951,7.055891141478689,128,2133,2.3,40
18,0,0.11143267154693604,136.55697100340728,7.586498389078183,128,2133,2.3,40
17,0,0.11134159564971924,136.66867273161378,8.039333690094928,128,2133,2.3,40
16,0,0.11070704460144043,137.45203073616474,8.590751921010296,128,2133,2.3,40
15,0,0.11006021499633789,138.25984346635587,9.21732289775706,128,2133,2.3,40
14,0,0.1098945140838623,138.4683141294467,9.89059386638905,128,2133,2.3,40
13,0,0.1085129976272583,140.23120206795105,10.787015543688542,128,2133,2.3,40
12,0,0.10829448699951172,140.51415283342874,11.709512736119061,128,2133,2.3,40
11,0,0.10537111759185791,144.41251497595363,13.12841045235942,128,2133,2.3,40
10,0,0.10554015636444092,144.181216149819,14.4181216149819,128,2133,2.3,40
9,0,0.10503125190734863,144.87981263605678,16.097756959561863,128,2133,2.3,40
8,0,0.10398674011230469,146.33508157706487,18.29188519713311,128,2133,2.3,40
7,0,0.10346829891204834,147.06831229729653,21.00975889961379,128,2133,2.3,40
6,0,0.10327160358428955,147.34842463104795,24.558070771841326,128,2133,2.3,40
5,0,0.10298395156860352,147.75999430484367,29.551998860968734,128,2133,2.3,40
4,0,0.1023716926574707,148.6437090395875,37.16092725989687,128,2133,2.3,40
3,0,0.10299503803253174,147.74408930710604,49.24802976903535,128,2133,2.3,40
2,0,0.10286688804626465,147.92814662015738,73.96407331007869,128,2133,2.3,40
1,0,0.10585629940032959,143.75061459233075,143.75061459233075,128,2133,2.3,40
32,0,3.720067858695984,4.090492075755096,0.12782787736734674,128,2133,2.3,40
31,0,6.328765392303467,2.404403885119952,0.0775614156490307,128,2133,2.3,40
30,0,6.336709976196289,2.401389388883053,0.08004631296276843,128,2133,2.3,40
29,0,6.4281333684921265,2.367235902704465,0.08162882423118845,128,2133,2.3,40
28,0,6.464311838150024,2.353987319649785,0.08407097570177803,128,2133,2.3,40
27,0,6.619738698005676,2.2987173348476033,0.08513767906842976,128,2133,2.3,40
26,0,6.56917142868042,2.3164120867407236,0.0890927725669509,128,2133,2.3,40
25,0,6.691041588783264,2.274221120187997,0.09096884480751989,128,2133,2.3,40
24,0,6.835924029350281,2.2260206567441094,0.09275086069767123,128,2133,2.3,40
23,0,6.893969416618347,2.2072781553956182,0.0959686154519834,128,2133,2.3,40
22,0,6.825886964797974,2.229293888947006,0.10133154040668209,128,2133,2.3,40
21,0,6.785805583000183,2.2424615487641715,0.10678388327448436,128,2133,2.3,40
20,0,6.854689955711365,2.2199265314091035,0.11099632657045518,128,2133,2.3,40
19,0,6.920916795730591,2.198683866081764,0.11572020347798757,128,2133,2.3,40
18,0,6.998990774154663,2.1741574733115785,0.1207865262950877,128,2133,2.3,40
17,0,7.016661643981934,2.1686820413121137,0.12756953184188904,128,2133,2.3,40
16,0,7.06390118598938,2.1541790713959217,0.1346361919622451,128,2133,2.3,40
15,0,9.72568953037262,1.564609691656911,0.1043073127771274,128,2133,2.3,40
14,0,9.728402256965637,1.5641734064164223,0.11172667188688731,128,2133,2.3,40
13,0,9.840861916542053,1.54629830459141,0.11894602343010846,128,2133,2.3,40
12,0,9.772724151611328,1.557079465376927,0.12975662211474392,128,2133,2.3,40
11,0,9.667805910110474,1.573977409016196,0.14308885536510874,128,2133,2.3,40
10,0,12.26127028465271,1.2410547801326897,0.12410547801326896,128,2133,2.3,40
9,0,12.314253687858582,1.2357150082323287,0.13730166758136986,128,2133,2.3,40
8,0,12.512948989868164,1.216092873837207,0.15201160922965087,128,2133,2.3,40
7,0,15.135910153388977,1.0053513758378143,0.14362162511968776,128,2133,2.3,40
6,0,17.346336483955383,0.8772404542793308,0.14620674237988848,128,2133,2.3,40
5,0,19.313689351081848,0.787881995027262,0.1575763990054524,128,2133,2.3,40
4,0,22.590183973312378,0.6736070903735942,0.16840177259339856,128,2133,2.3,40
3,0,30.927689909934998,0.4920156707979336,0.16400522359931122,128,2133,2.3,40
2,0,43.99811494350433,0.3458536375207525,0.17292681876037624,128,2133,2.3,40
1,0,87.77599370479584,0.17336070439081502,0.17336070439081502,128,2133,2.3,40
32,0,0.17611896991729736,86.40130080486371,2.700040650151991,128,2133,2.3,40
31,0,0.17984354496002197,84.61192254995734,2.729416856450237,128,2133,2.3,40
30,0,0.1779247522354126,85.52440234472621,2.850813411490874,128,2133,2.3,40
29,0,0.17898499965667725,85.01778431966751,2.931647735160949,128,2133,2.3,40
28,0,0.17513692378997803,86.88577924044775,3.103063544301705,128,2133,2.3,40
27,0,0.17648851871490479,86.22038537162959,3.1933476063566513,128,2133,2.3,40
26,0,0.17829346656799316,85.34753622878324,3.282597547260894,128,2133,2.3,40
25,0,0.18182373046875,83.6904405054129,3.347617620216516,128,2133,2.3,40
24,0,0.17743563652038574,85.7601572924099,3.573339887183746,128,2133,2.3,40
23,0,0.17645049095153809,86.23896717548072,3.749520311977423,128,2133,2.3,40
22,0,0.1807185411453247,84.202251749202,3.827375079509182,128,2133,2.3,40
21,0,0.17975318431854248,84.65445635889883,4.031164588518992,128,2133,2.3,40
20,0,0.18135976791381836,83.90454108045716,4.195227054022858,128,2133,2.3,40
19,0,0.18270909786224365,83.28489536268289,4.383415545404363,128,2133,2.3,40
18,0,0.18053805828094482,84.28642825872933,4.682579347707185,128,2133,2.3,40
17,0,0.18971514701843262,80.20924178388711,4.71819069316983,128,2133,2.3,40
16,0,0.19034242630004883,79.9449097768659,4.996556861054119,128,2133,2.3,40
15,0,0.19572973251342773,77.74448931116389,5.182965954077592,128,2133,2.3,40
14,0,0.19949817657470703,76.27592571789148,5.44828040842082,128,2133,2.3,40
13,0,0.20814740657806396,73.10640256072648,5.6235694277481905,128,2133,2.3,40
12,0,0.2206864356994629,68.95262071290132,5.74605172607511,128,2133,2.3,40
11,0,0.2350677251815796,64.73414453435814,5.884922230396194,128,2133,2.3,40
10,0,0.2527123689651489,60.214338378370726,6.021433837837073,128,2133,2.3,40
9,0,0.2744101285934448,55.4531575611479,6.161461951238655,128,2133,2.3,40
8,0,0.3059276342391968,49.74022086991151,6.217527608738939,128,2133,2.3,40
7,0,0.3305337429046631,46.03738173157169,6.576768818795956,128,2133,2.3,40
6,0,0.3693366050720215,41.200649727908285,6.8667749546513805,128,2133,2.3,40
5,0,0.4199707508087158,36.23325688268705,7.24665137653741,128,2133,2.3,40
4,0,0.4779287576675415,31.83928117556883,7.959820293892207,128,2133,2.3,40
3,0,0.5944591760635376,25.597902614662846,8.532634204887616,128,2133,2.3,40
2,0,0.8287944793701172,18.360291334025273,9.180145667012637,128,2133,2.3,40
1,0,1.5696052312850952,9.69473584438075,9.69473584438075,128,2133,2.3,40
32,0,7.49644136428833,2.029884228769894,0.06343388214905919,128,2133,2.3,40
31,0,7.811906456947327,1.9479122261806359,0.06283587826389148,128,2133,2.3,40
30,0,7.627349495887756,1.9950453437948876,0.06650151145982959,128,2133,2.3,40
29,0,7.708811283111572,1.9739629805965393,0.06806768898608756,128,2133,2.3,40
28,0,7.8884193897247314,1.929018646889938,0.06889352310321208,128,2133,2.3,40
27,0,7.866225957870483,1.9344610971976983,0.07164670730361845,128,2133,2.3,40
26,0,7.890953779220581,1.9283990912908606,0.07416919581887925,128,2133,2.3,40
25,0,7.909843325614929,1.9237938693411671,0.07695175477364669,128,2133,2.3,40
24,0,8.057671785354614,1.888499370863548,0.07868747378598116,128,2133,2.3,40
23,0,8.100750803947449,1.878456511691736,0.08167202224746678,128,2133,2.3,40
22,0,8.188934683799744,1.858228046118248,0.0844649111871931,128,2133,2.3,40
21,0,8.171823143959045,1.862119117019331,0.08867233890568242,128,2133,2.3,40
20,0,9.258657336235046,1.6435329167776476,0.08217664583888237,128,2133,2.3,40
19,0,9.559918284416199,1.5917403940651373,0.0837758102139546,128,2133,2.3,40
18,0,9.612716674804688,1.582997669862805,0.08794431499237805,128,2133,2.3,40
17,0,9.572194218635559,1.5896990543340856,0.09351170907847563,128,2133,2.3,40
16,0,10.038238406181335,1.5158942716380297,0.09474339197737686,128,2133,2.3,40
15,0,10.302215576171875,1.4770519976753864,0.09847013317835909,128,2133,2.3,40
14,0,10.676934361457825,1.4252132290143105,0.1018009449295936,128,2133,2.3,40
13,0,10.64452862739563,1.4295520853881374,0.10996554502985673,128,2133,2.3,40
12,0,12.36268675327301,1.2308738707820521,0.10257282256517102,128,2133,2.3,40
11,0,12.812761425971985,1.1876368872694267,0.10796698975176607,128,2133,2.3,40
10,0,13.370615005493164,1.1380858764548571,0.11380858764548571,128,2133,2.3,40
9,0,13.570323944091797,1.1213371294568277,0.12459301438409197,128,2133,2.3,40
8,0,16.977505803108215,0.8962982121014067,0.11203727651267584,128,2133,2.3,40
7,0,18.028275847434998,0.8440578692072853,0.12057969560104076,128,2133,2.3,40
6,0,19.121144652366638,0.7958157513014652,0.1326359585502442,128,2133,2.3,40
5,0,20.35665786266327,0.7475150488812272,0.14950300977624545,128,2133,2.3,40
4,0,29.198546171188354,0.5211529371377547,0.13028823428443867,128,2133,2.3,40
3,0,33.569435715675354,0.453296511331037,0.15109883711034566,128,2133,2.3,40
2,0,49.86284613609314,0.30517528132539584,0.15258764066269792,128,2133,2.3,40
1,0,86.77707707881927,0.17535631078522837,0.17535631078522837,128,2133,2.3,40
32,1,4.099181890487671,7.474115690404616,0.23356611532514426,128,2133,2.3,40
31,1,4.1355143785476685,7.408451979866139,0.23898232193116578,128,2133,2.3,40
30,1,4.184967994689941,7.3209065695104005,0.24403021898368002,128,2133,2.3,40
29,1,4.221260905265808,7.257964000116011,0.2502746206936555,128,2133,2.3,40
28,1,4.280848979949951,7.156935418421267,0.2556048363721881,128,2133,2.3,40
27,1,4.329819917678833,7.075989363996669,0.2620736801480248,128,2133,2.3,40
26,1,4.405197501182556,6.954911709927145,0.2674966042279671,128,2133,2.3,40
25,1,4.462871551513672,6.86503282289739,0.27460131291589557,128,2133,2.3,40
24,1,4.5476919412612915,6.736991001421932,0.2807079583925805,128,2133,2.3,40
23,1,4.589922189712524,6.675006333263192,0.29021766666361704,128,2133,2.3,40
22,1,4.613829612731934,6.640418536690429,0.3018372062132013,128,2133,2.3,40
21,1,4.70178484916687,6.516197713926701,0.3102951292346048,128,2133,2.3,40
20,1,4.776078462600708,6.414835921441969,0.32074179607209846,128,2133,2.3,40
19,1,4.859926819801331,6.304160704783781,0.3317979318307253,128,2133,2.3,40
18,1,4.9619879722595215,6.174492936460093,0.3430273853588941,128,2133,2.3,40
17,1,5.071884632110596,6.04070516343091,0.355335597848877,128,2133,2.3,40
16,1,5.197856903076172,5.894306106692637,0.3683941316682898,128,2133,2.3,40
15,1,5.34910774230957,5.72763929265855,0.38184261951056997,128,2133,2.3,40
14,1,5.513186454772949,5.5571782193203765,0.39694130138002687,128,2133,2.3,40
13,1,5.686849236488342,5.387475280500899,0.4144211754231461,128,2133,2.3,40
12,1,5.8642977476119995,5.224454999405915,0.4353712499504929,128,2133,2.3,40
11,1,6.059428572654724,5.056212696982664,0.4596556997256967,128,2133,2.3,40
10,1,6.29219651222229,4.869167646942364,0.4869167646942364,128,2133,2.3,40
9,1,6.614447474479675,4.631945420040768,0.514660602226752,128,2133,2.3,40
8,1,6.935268402099609,4.4176746895968675,0.5522093361996084,128,2133,2.3,40
7,1,7.331705808639526,4.178803744336478,0.5969719634766397,128,2133,2.3,40
6,1,7.979844689369202,3.8393929804589018,0.6398988300764836,128,2133,2.3,40
5,1,8.947885870933533,3.42402217992527,0.684804435985054,128,2133,2.3,40
4,1,10.066321015357971,3.0435905668787018,0.7608976417196754,128,2133,2.3,40
3,1,12.388142108917236,2.473152101109873,0.824384033703291,128,2133,2.3,40
2,1,16.754068613052368,1.8286757917206933,0.9143378958603466,128,2133,2.3,40
1,1,30.637759685516357,1.0,1.0,128,2133,2.3,40
32,1,11.480426549911499,2.668695239877872,0.0833967262461835,128,2133,2.3,40
31,1,11.783964037895203,2.599953596853367,0.08386947086623764,128,2133,2.3,40
30,1,11.955091118812561,2.5627374464176773,0.0854245815472559,128,2133,2.3,40
29,1,11.99559462070465,2.5540842829612576,0.08807187182625026,128,2133,2.3,40
28,1,12.206095576286316,2.5100376688052974,0.08964420245733205,128,2133,2.3,40
27,1,12.171624779701233,2.517146251222871,0.0932276389341804,128,2133,2.3,40
26,1,12.226564168930054,2.5058355938925616,0.09637829207279083,128,2133,2.3,40
25,1,12.141528964042664,2.523385627646286,0.10093542510585143,128,2133,2.3,40
24,1,12.184231400489807,2.5145418433439075,0.10477257680599615,128,2133,2.3,40
23,1,12.317285299301147,2.4873792350376642,0.10814692326250715,128,2133,2.3,40
22,1,12.577619194984436,2.435894998135557,0.1107224999152526,128,2133,2.3,40
21,1,12.774924039840698,2.3982733353221883,0.11420349215819944,128,2133,2.3,40
20,1,13.05526888370514,2.3467735485522407,0.11733867742761203,128,2133,2.3,40
19,1,13.350152730941772,2.2949370170505197,0.12078615879213261,128,2133,2.3,40
18,1,13.727611184120178,2.231834750750917,0.12399081948616206,128,2133,2.3,40
17,1,14.14120328426361,2.1665595967784568,0.12744468216343863,128,2133,2.3,40
16,1,14.646100640296936,2.091871443326038,0.13074196520787737,128,2133,2.3,40
15,1,15.30192232131958,2.0022163909974857,0.13348109273316572,128,2133,2.3,40
14,1,15.920732021331787,1.9243939062893336,0.13745670759209525,128,2133,2.3,40
13,1,16.604997992515564,1.8450926461614652,0.14193020355088193,128,2133,2.3,40
12,1,17.391234755516052,1.7616782313745059,0.14680651928120883,128,2133,2.3,40
11,1,18.404481530189514,1.6646901807725565,0.15133547097932332,128,2133,2.3,40
10,1,19.45909869670868,1.5744696176857587,0.15744696176857587,128,2133,2.3,40
9,1,20.899321675300598,1.4659690951465145,0.16288545501627938,128,2133,2.3,40
8,1,22.49641489982605,1.361895209611966,0.17023690120149576,128,2133,2.3,40
7,1,24.89362645149231,1.23074714506611,0.17582102072373001,128,2133,2.3,40
6,1,27.688489198684692,1.1065161217597876,0.18441935362663128,128,2133,2.3,40
5,1,32.03284180164337,0.9564483811718684,0.19128967623437368,128,2133,2.3,40
4,1,37.55056416988373,0.8159067743138844,0.2039766935784711,128,2133,2.3,40
3,1,48.206719160079956,0.6355495710831847,0.2118498570277282,128,2133,2.3,40
2,1,70.13521695137024,0.4368384531662561,0.21841922658312804,128,2133,2.3,40
1,1,133.48072850704193,0.2295294611304135,0.2295294611304135,128,2133,2.3,40
32,1,39.720011830329895,0.771343166169996,0.024104473942812375,128,2133,2.3,40
31,1,39.03576648235321,0.784863791501742,0.02531818682263684,128,2133,2.3,40
30,1,39.00753605365753,0.7854318110062637,0.026181060366875456,128,2133,2.3,40
29,1,39.99520790576935,0.7660357650271604,0.02641502638024691,128,2133,2.3,40
28,1,40.18596589565277,0.7623994845631092,0.027228553020111044,128,2133,2.3,40
27,1,39.09360373020172,0.7837026204326921,0.029026022978988597,128,2133,2.3,40
26,1,39.109981298446655,0.7833744396787325,0.030129786141489714,128,2133,2.3,40
25,1,39.051453590393066,0.7845485089203814,0.031381940356815255,128,2133,2.3,40
24,1,39.23441207408905,0.7808899908493839,0.032537082952057664,128,2133,2.3,40
23,1,39.986897706985474,0.766194964911322,0.03331282456136182,128,2133,2.3,40
22,1,39.76155972480774,0.7705371695064838,0.03502441679574926,128,2133,2.3,40
21,1,39.33538615703583,0.7788854433309346,0.03708978301575879,128,2133,2.3,40
20,1,39.63859736919403,0.7729274424156879,0.038646372120784395,128,2133,2.3,40
19,1,39.953075766563416,0.7668435808177999,0.04036018846409473,128,2133,2.3,40
18,1,39.208773732185364,0.7814006093326682,0.04341114496292601,128,2133,2.3,40
17,1,39.9473522901535,0.7669534507063729,0.04511490886508076,128,2133,2.3,40
16,1,38.980092883110046,0.7859847788816225,0.04912404868010141,128,2133,2.3,40
15,1,38.957653164863586,0.7864375083340223,0.052429167222268154,128,2133,2.3,40
14,1,39.751405000686646,0.7707340076404127,0.055052429117172334,128,2133,2.3,40
13,1,39.63033401966095,0.7730886060742436,0.05946835431340335,128,2133,2.3,40
12,1,39.53554975986481,0.7749420425821119,0.06457850354850932,128,2133,2.3,40
11,1,39.25924837589264,0.7803959819141532,0.07094508926492302,128,2133,2.3,40
10,1,39.26729190349579,0.7802361252925827,0.07802361252925827,128,2133,2.3,40
9,1,39.40830910205841,0.7774441579356182,0.08638268421506869,128,2133,2.3,40
8,1,39.39982712268829,0.7776115258098094,0.09720144072622618,128,2133,2.3,40
