cores,input,average_runtime
27,4,0.7317600250244141
27,4,0.7078676223754883
27,4,0.7096428871154785
27,4,0.7081639766693115
27,4,0.729511022567749
27,4,0.7027349472045898
27,4,0.7099342346191406
27,4,0.7194743156433105
27,4,0.716956615447998
27,5,0.9953138828277588
27,5,0.9803366661071777
27,5,0.9988412857055664
27,5,0.9999241828918457
27,5,1.003502607345581
27,5,0.9923372268676758
27,5,0.9855024814605713
27,5,1.003122091293335
27,5,1.0042221546173096
27,5,0.9873831272125244
27,6,1.8584084510803223
27,6,1.84529447555542
27,6,1.9400784969329834
27,6,1.8941786289215088
27,6,1.8727765083312988
27,6,1.852369785308838
27,6,1.814178705215454
27,6,1.85318922996521
27,6,1.8333826065063477
27,6,1.8669359683990479
27,7,5.838518381118774
27,7,5.850378036499023
27,7,5.854753494262695
27,7,5.861221551895142
27,7,6.443887233734131
27,7,5.901947021484375
27,7,5.843122959136963
27,7,5.908964395523071
27,7,5.783965587615967
27,7,5.828141450881958
27,8,11.810437202453613
27,8,11.954572677612305
27,8,11.816434860229492
27,8,11.96677541732788
27,8,12.63580584526062
27,8,11.78750467300415
27,8,11.90365743637085
27,8,11.858654022216797
27,8,11.937108755111694
27,8,12.104365348815918
27,9,23.394808769226074
27,9,23.999762058258057
27,9,24.063072443008423
27,9,23.524385929107666
27,9,23.35213851928711
27,9,24.34276270866394
27,9,23.178094625473022
27,9,24.74244713783264
27,9,23.59329319000244
27,9,23.81109619140625
26,0,0.12143301963806152
26,0,0.11540412902832031
26,0,0.11604976654052734
26,0,0.11947154998779297
26,0,0.11905241012573242
26,0,0.11646246910095215
26,0,0.11714625358581543
26,0,0.11872720718383789
26,0,0.11805534362792969
26,0,0.115936279296875
26,1,0.23379826545715332
26,1,0.24118828773498535
26,1,0.23514556884765625
26,1,0.23660969734191895
26,1,0.23343563079833984
26,1,0.2364349365234375
26,1,0.2377791404724121
26,1,0.23690581321716309
26,1,0.23677611351013184
26,1,0.23633599281311035
26,2,0.3569145202636719
26,2,0.35745692253112793
26,2,0.35086560249328613
26,2,0.3537027835845947
26,2,0.3475930690765381
26,2,0.3501722812652588
26,2,0.3469831943511963
26,2,0.3563988208770752
26,2,0.34905123710632324
26,2,0.3464477062225342
26,3,0.481891393661499
26,3,0.49695658683776855
26,3,0.49605679512023926
26,3,0.4968597888946533
26,3,0.4842243194580078
26,3,0.49141764640808105
26,3,0.4855961799621582
26,3,0.4947021007537842
26,3,0.5019259452819824
26,3,0.502777099609375
26,4,0.7128338813781738
26,4,0.7212791442871094
26,4,0.7217721939086914
26,4,0.7202775478363037
26,4,0.7188971042633057
26,4,0.7168169021606445
26,4,0.7239015102386475
26,4,0.7257368564605713
26,4,0.7191169261932373
26,4,0.7210245132446289
26,5,0.9980757236480713
26,5,0.9984092712402344
26,5,1.005481481552124
26,5,0.9924483299255371
26,5,1.0084381103515625
26,5,0.9918582439422607
26,5,1.0123255252838135
26,5,1.0010054111480713
26,5,1.0047321319580078
26,5,1.023622989654541
26,6,1.8880705833435059
26,6,1.8944952487945557
26,6,1.8590824604034424
26,6,1.879725694656372
26,6,1.8976237773895264
26,6,1.8707995414733887
26,6,1.867469310760498
26,6,1.9482929706573486
26,6,1.8808741569519043
26,6,1.8798975944519043
26,7,6.2584757804870605
26,7,5.962197780609131
26,7,6.051774024963379
26,7,5.996461629867554
26,7,5.9178996086120605
26,7,5.897132873535156
26,7,5.9327356815338135
26,7,5.920882940292358
26,7,5.985445499420166
26,7,5.904848098754883
26,8,12.555953025817871
26,8,12.142396211624146
26,8,12.065898895263672
26,8,11.8651864528656
26,8,11.853955268859863
26,8,11.974389791488647
26,8,12.128165483474731
26,8,12.138312101364136
26,8,11.851816415786743
26,8,12.114484310150146
26,9,23.87898302078247
26,9,25.693378925323486
26,9,24.146344900131226
26,9,24.21657919883728
26,9,24.07550597190857
26,9,24.88239288330078
26,9,24.134089946746826
26,9,24.470198154449463
26,9,23.96635890007019
26,9,24.42801523208618
25,0,0.11531662940979004
25,0,0.11871051788330078
25,0,0.11752724647521973
25,0,0.11652612686157227
25,0,0.11757278442382812
25,0,0.1170802116394043
25,0,0.11739182472229004
25,0,0.11812567710876465
25,0,0.11752963066101074
25,0,0.1155385971069336
25,1,0.23792624473571777
25,1,0.23604464530944824
25,1,0.23305702209472656
25,1,0.2364649772644043
25,1,0.23589038848876953
25,1,0.23215317726135254
25,1,0.23441219329833984
25,1,0.23581385612487793
25,1,0.23451709747314453
25,1,0.23614883422851562
25,2,0.35437917709350586
25,2,0.3547840118408203
25,2,0.3486659526824951
25,2,0.347212553024292
25,2,0.3469698429107666
25,2,0.3497486114501953
25,2,0.3544931411743164
25,2,0.344956636428833
25,2,0.3569343090057373
25,2,0.3507566452026367
25,3,0.4912092685699463
25,3,0.4844343662261963
25,3,0.49625253677368164
25,3,0.4968905448913574
25,3,0.4961569309234619
25,3,0.49561476707458496
25,3,0.4810967445373535
25,3,0.4957103729248047
25,3,0.490797758102417
25,3,0.49130845069885254
25,4,0.7325260639190674
25,4,0.7341551780700684
25,4,0.7220876216888428
25,4,0.725571870803833
25,4,0.7259931564331055
25,4,0.7246651649475098
25,4,0.728623628616333
25,4,0.7127342224121094
25,4,0.76473069190979
25,4,0.7264134883880615
25,5,1.0384762287139893
25,5,1.01548433303833
25,5,1.0309641361236572
25,5,1.00172758102417
25,5,1.0216383934020996
25,5,1.0207693576812744
25,5,1.0057952404022217
25,5,1.0148634910583496
25,5,1.021285057067871
25,5,0.99151611328125
25,6,1.890575647354126
25,6,1.9119915962219238
25,6,1.912205696105957
25,6,1.976059913635254
25,6,1.925522804260254
25,6,1.9955620765686035
25,6,2.007793426513672
25,6,1.8917810916900635
25,6,1.9027786254882812
25,6,1.903761625289917
25,7,6.048793077468872
25,7,5.909509181976318
25,7,5.94773530960083
25,7,7.233591556549072
25,7,6.076372146606445
25,7,6.546564817428589
25,7,6.105684995651245
25,7,6.082464218139648
25,7,6.1689746379852295
25,7,6.093756198883057
25,8,12.864163398742676
25,8,12.9228036403656
25,8,12.366631031036377
25,8,12.803096771240234
25,8,12.429548501968384
25,8,12.585932970046997
25,8,12.218945264816284
25,8,12.519121170043945
25,8,12.330949544906616
25,8,12.658658266067505
25,9,24.98889470100403
25,9,25.071798086166382
25,9,25.244189739227295
25,9,24.592046976089478
25,9,25.18765664100647
25,9,25.175628185272217
25,9,25.03113317489624
25,9,25.1702938079834
25,9,24.898112773895264
25,9,25.29008913040161
24,0,0.11737394332885742
24,0,0.11635136604309082
24,0,0.1169288158416748
24,0,0.11638426780700684
24,0,0.1162867546081543
24,0,0.11545681953430176
24,0,0.11731171607971191
24,0,0.11799240112304688
24,0,0.11515092849731445
24,0,0.11697602272033691
24,1,0.23450565338134766
24,1,0.2335066795349121
24,1,0.2332448959350586
24,1,0.23468661308288574
24,1,0.2333066463470459
24,1,0.23180675506591797
24,1,0.23160195350646973
24,1,0.2326979637145996
24,1,0.23376083374023438
24,1,0.23195886611938477
24,2,0.3542299270629883
24,2,0.3470778465270996
24,2,0.35129523277282715
24,2,0.3492581844329834
24,2,0.3457767963409424
24,2,0.3524818420410156
24,2,0.3485233783721924
24,2,0.35324954986572266
24,2,0.3476853370666504
24,2,0.3480103015899658
24,3,0.49263954162597656
24,3,0.4917469024658203
24,3,0.498366117477417
24,3,0.4927060604095459
24,3,0.48052096366882324
24,3,0.4907708168029785
24,3,0.4918792247772217
24,3,0.5088322162628174
24,3,0.4842689037322998
24,3,0.4809548854827881
24,4,0.7251262664794922
24,4,0.7295148372650146
24,4,0.7245221138000488
24,4,0.7395303249359131
24,4,0.7179112434387207
24,4,0.7147998809814453
24,4,0.7206382751464844
24,4,0.7264699935913086
24,4,0.7324783802032471
24,4,0.727724552154541
24,5,1.0227327346801758
24,5,1.0475459098815918
24,5,1.025352954864502
24,5,1.0134782791137695
24,5,1.0255258083343506
24,5,1.0601367950439453
24,5,1.0164566040039062
24,5,1.0183327198028564
24,5,1.0145659446716309
24,5,1.014228105545044
24,6,1.938687801361084
24,6,1.858708381652832
24,6,1.8916535377502441
24,6,1.9340689182281494
24,6,1.9177298545837402
24,6,1.909259557723999
24,6,1.9460675716400146
24,6,2.067016124725342
24,6,1.9388232231140137
24,6,1.9239532947540283
24,7,6.1833953857421875
24,7,6.0473411083221436
24,7,6.260395765304565
24,7,6.558150053024292
24,7,6.039233446121216
24,7,6.100658655166626
24,7,6.884070873260498
24,7,6.0291008949279785
24,7,6.081326723098755
24,7,6.1472859382629395
24,8,12.45853066444397
24,8,12.381469011306763
24,8,12.808301210403442
24,8,12.36829423904419
24,8,12.40731954574585
24,8,12.975414752960205
24,8,12.476811408996582
24,8,12.3723464012146
24,8,12.522121906280518
24,8,12.468698978424072
24,9,25.027361631393433
24,9,25.73828887939453
24,9,25.049450635910034
24,9,25.04570698738098
24,9,25.134641885757446
24,9,25.54402256011963
24,9,25.11436128616333
24,9,24.92613911628723
24,9,24.9840886592865
24,9,25.13612127304077
23,0,0.11741042137145996
23,0,0.11577582359313965
23,0,0.11627459526062012
23,0,0.11654305458068848
23,0,0.11501097679138184
23,0,0.1168069839477539
23,0,0.1168820858001709
23,0,0.11729311943054199
23,0,0.11557412147521973
23,0,0.11548066139221191
23,1,0.23282194137573242
23,1,0.23222875595092773
23,1,0.2330799102783203
23,1,0.26164937019348145
23,1,0.23147821426391602
23,1,0.23197436332702637
23,1,0.23252463340759277
23,1,0.2320411205291748
23,1,0.22923707962036133
23,1,0.23380017280578613
23,2,0.3582313060760498
23,2,0.35509467124938965
23,2,0.34372878074645996
23,2,0.3426060676574707
23,2,0.3446509838104248
23,2,0.3439323902130127
23,2,0.351978063583374
23,2,0.35201263427734375
23,2,0.347639799118042
23,2,0.35143470764160156
23,3,0.49016332626342773
23,3,0.48266077041625977
23,3,0.4895811080932617
23,3,0.4942147731781006
23,3,0.4852025508880615
23,3,0.4829702377319336
23,3,0.4903526306152344
23,3,0.4937446117401123
23,3,0.49640655517578125
23,3,0.48226356506347656
23,4,0.7447340488433838
23,4,0.7158050537109375
23,4,0.7232880592346191
23,4,0.7482271194458008
23,4,0.7441496849060059
23,4,0.7280130386352539
23,4,0.7436532974243164
23,4,0.7416026592254639
23,4,0.7399992942810059
23,4,0.7218544483184814
23,5,1.0348010063171387
23,5,1.0355634689331055
23,5,1.0315966606140137
23,5,1.0167696475982666
23,5,1.0697212219238281
23,5,1.032886028289795
23,5,1.0531139373779297
23,5,1.0615935325622559
23,5,1.0332863330841064
23,5,1.0314929485321045
23,6,1.9254755973815918
23,6,1.9273340702056885
23,6,1.9642317295074463
23,6,1.9797468185424805
23,6,1.988049030303955
23,6,1.9247796535491943
23,6,1.9511070251464844
23,6,1.9142227172851562
23,6,1.9530060291290283
23,6,1.917858362197876
23,7,6.252783298492432
23,7,6.2346580028533936
23,7,6.177637100219727
23,7,6.169109344482422
23,7,6.149585723876953
23,7,6.253617525100708
23,7,6.162473201751709
23,7,6.398650884628296
23,7,6.176534175872803
23,7,6.242726802825928
23,8,12.681293487548828
23,8,12.7499680519104
23,8,12.873738050460815
23,8,13.460209369659424
23,8,13.130824565887451
23,8,12.535311937332153
23,8,12.603298664093018
23,8,12.542903184890747
23,8,12.75708794593811
23,8,12.743080854415894
23,9,26.165995359420776
23,9,25.42773985862732
23,9,25.38661003112793
23,9,25.62104296684265
23,9,25.24592900276184
23,9,25.516287565231323
23,9,25.72504949569702
23,9,26.063392877578735
23,9,25.438204288482666
23,9,26.04734492301941
22,0,0.11530756950378418
22,0,0.1150057315826416
22,0,0.11543917655944824
22,0,0.11427807807922363
22,0,0.1165304183959961
22,0,0.11530041694641113
22,0,0.11372041702270508
22,0,0.11516451835632324
22,0,0.11521172523498535
22,0,0.11547207832336426
22,1,0.22928881645202637
22,1,0.2317509651184082
22,1,0.23187828063964844
22,1,0.22834229469299316
22,1,0.23490619659423828
22,1,0.23479032516479492
22,1,0.2321462631225586
22,1,0.23357033729553223
22,1,0.22993898391723633
22,1,0.22953271865844727
22,2,0.3499021530151367
22,2,0.3514280319213867
22,2,0.35187339782714844
22,2,0.3531057834625244
22,2,0.350313663482666
22,2,0.34937047958374023
22,2,0.3516042232513428
22,2,0.34151363372802734
22,2,0.34929585456848145
22,2,0.3499448299407959
22,3,0.48949599266052246
22,3,0.48911619186401367
22,3,0.5028705596923828
22,3,0.4904451370239258
22,3,0.4818098545074463
22,3,0.4869198799133301
22,3,0.4878804683685303
22,3,0.4925992488861084
22,3,0.4908277988433838
22,3,0.488492488861084
22,4,0.7526416778564453
22,4,0.7336328029632568
22,4,0.7375273704528809
22,4,0.7326149940490723
22,4,0.7291102409362793
22,4,0.7244157791137695
22,4,0.7342169284820557
22,4,0.7443115711212158
22,4,0.7461385726928711
22,4,0.7219371795654297
22,5,1.0463130474090576
22,5,1.0369048118591309
22,5,1.0360612869262695
22,5,1.0272831916809082
22,5,1.0220122337341309
22,5,1.0389142036437988
22,5,1.0216388702392578
22,5,1.0297811031341553
22,5,1.0387499332427979
22,5,1.1030676364898682
22,6,1.9387621879577637
22,6,2.0007083415985107
22,6,1.9493966102600098
22,6,1.9344203472137451
22,6,1.9555683135986328
22,6,2.02697491645813
22,6,1.9684934616088867
22,6,1.960266351699829
22,6,2.102499485015869
22,6,2.1600887775421143
22,7,6.444602012634277
22,7,6.453422546386719
22,7,6.128416299819946
22,7,6.3319902420043945
22,7,6.300572872161865
22,7,6.467189311981201
22,7,6.378926753997803
22,7,6.313441276550293
22,7,6.409493684768677
22,7,6.492126941680908
22,8,13.510700225830078
22,8,13.112821817398071
22,8,14.970248937606812
22,8,12.99037218093872
22,8,13.07865023612976
22,8,13.213304996490479
22,8,12.479263305664062
22,8,12.889275312423706
22,8,13.057608604431152
22,8,13.036959648132324
22,9,26.163790941238403
22,9,26.456189393997192
22,9,26.562501668930054
22,9,26.22508955001831
22,9,26.530550003051758
22,9,26.204195499420166
22,9,26.371817111968994
22,9,26.234600067138672
22,9,26.498330116271973
22,9,26.143428087234497
21,0,0.11587762832641602
21,0,0.1139376163482666
21,0,0.11476969718933105
21,0,0.11383366584777832
21,0,0.11477470397949219
