cores,input,average_runtime,speedup,efficiency
9,4,0.9881227016448975,3.8871826597598207,0.43190918441775783
8,4,1.0293848514556885,3.731367744646099,0.4664209680807624
7,4,1.0836007595062256,3.5446758391894653,0.5063822627413522
6,4,1.1641658544540405,3.299369601722595,0.5498949336204325
5,4,1.2646400928497314,3.0372383836841346,0.6074476767368269
4,4,1.4229578971862793,2.6993162897821463,0.6748290724455366
3,4,1.6804147958755493,2.2857531610508004,0.7619177203502668
2,4,2.1699665784835815,1.770079534696453,0.8850397673482265
1,4,3.8410134315490723,1.0,1.0
32,5,0.9737716913223267,7.528048112103571,0.2352515035032366
31,5,0.9712079763412476,7.547920034692171,0.24348129144168296
30,5,0.9751230478286743,7.5176155038096315,0.25058718346032105
29,5,0.9810363054275513,7.47230260686851,0.2576656071333969
28,5,0.9879927635192871,7.419690116319195,0.2649889327256855
27,5,0.9970775842666626,7.352085994261422,0.27229948126894155
26,5,1.0028687715530396,7.3096304824875515,0.2811396339418289
25,5,1.0181268453598022,7.200085309496319,0.2880034123798528
24,5,1.0205327272415161,7.1831112778650805,0.29929630324437834
23,5,1.0340436697006226,7.0892558576383005,0.3082285155494913
22,5,1.0364830493927002,7.07257117882836,0.3214805081285618
21,5,1.0484867095947266,6.991600442233982,0.33293335439209437
20,5,1.0693204402923584,6.855382041022908,0.3427691020511454
19,5,1.0882015228271484,6.736436210302332,0.35454927422643856
18,5,1.1053775548934937,6.631761347085854,0.36843118594921415
17,5,1.154569149017334,6.349208402734556,0.3734828472196798
16,5,1.1842294931411743,6.190185420086516,0.38688658875540727
15,5,1.2259104251861572,5.979719228968769,0.3986479485979179
14,5,1.2567434310913086,5.833012499705947,0.4166437499789962
13,5,1.305354356765747,5.615793216978904,0.4319840936137619
12,5,1.333691954612732,5.496471743062701,0.45803931192189173
11,5,1.4257123470306396,5.141710498437174,0.4674282271306522
10,5,1.4904606342315674,4.918345358553102,0.49183453585531023
9,5,1.5856263637542725,4.623157327633195,0.5136841475147995
8,5,1.6826581954956055,4.356559259689582,0.5445699074611977
7,5,1.8009883165359497,4.070320765088992,0.5814743950127131
6,5,1.9685388803482056,3.7238787689996085,0.6206464614999347
5,5,2.1727386713027954,3.3738986833991604,0.674779736679832
4,5,2.489362359046936,2.944770220308745,0.7361925550771863
3,5,3.0271332263946533,2.421631158668812,0.8072103862229373
2,5,4.038419842720032,1.8152149672336941,0.9076074836168471
1,5,7.330600142478943,1.0,1.0
32,6,1.7802475690841675,10.693633883782686,0.33417605886820895
31,6,1.7705395221710205,10.752268157751608,0.34684735992747123
30,6,1.7889361381530762,10.641696659968318,0.3547232219989439
29,6,1.80886971950531,10.524426121460278,0.3629112455675958
28,6,1.8376898765563965,10.35937345530454,0.3699776234037336
27,6,1.8557988405227661,10.258286248803522,0.37993652773346376
26,6,1.8803858757019043,10.124153756033731,0.3893905290782204
25,6,1.9120986461639404,9.95624141279162,0.3982496565116648
24,6,1.9290111064910889,9.868950812268512,0.41120628384452135
23,6,1.9392205476760864,9.81699361070305,0.4268258091610022
22,6,1.964379906654358,9.69125964982186,0.44051180226463005
21,6,2.007152557373047,9.484737797507616,0.451654180833696
20,6,2.043596029281616,9.31559635735463,0.46577981786773154
19,6,2.087713360786438,9.118740189078872,0.4799336941620459
18,6,2.1602096557617188,8.812716708076838,0.48959537267093545
17,6,2.2324254512786865,8.527637827895232,0.5016257545820725
16,6,2.335857629776001,8.150032554897539,0.5093770346810962
15,6,2.4293298721313477,7.836447386034906,0.5224298257356604
14,6,2.4785033464431763,7.680972371330496,0.548640883666464
13,6,2.6577173471450806,7.1630324973158235,0.5510024997935249
12,6,2.7869917154312134,6.830775858023923,0.5692313215019936
11,6,2.942616581916809,6.469519625244339,0.5881381477494854
10,6,3.179258108139038,5.987974262782837,0.5987974262782837
9,6,3.4192909002304077,5.5676209722306425,0.6186245524700714
8,6,3.6916608810424805,5.156843041580868,0.6446053801976085
7,6,4.0068758726119995,4.751161835684763,0.6787374050978233
6,6,4.4252272844314575,4.301997276672328,0.7169995461120546
5,6,5.018829584121704,3.7931783510859627,0.7586356702171926
4,6,5.923656940460205,3.2137775562676687,0.8034443890669172
3,6,7.348552227020264,2.590621273164657,0.8635404243882191
2,6,10.174551129341125,1.871071802998843,0.9355359014994215
1,6,19.037315726280212,1.0,1.0
32,7,5.297937750816345,14.343724381824055,0.4482413869320017
31,7,5.3960407972335815,14.082947432259934,0.45428862684709465
30,7,5.481362581253052,13.863735113906392,0.46212450379687975
29,7,5.674092769622803,13.392829827634673,0.46182171819429907
28,7,5.755371451377869,13.203693198912045,0.4715604713897159
27,7,5.852565765380859,12.984417764133449,0.4809043616345722
26,7,5.947466731071472,12.777231437506513,0.4914319783656351
25,7,6.0881102085113525,12.48206032530937,0.49928241301237475
24,7,6.123972296714783,12.40896516310772,0.5170402151294883
23,7,6.20614755153656,12.244658745014185,0.5323764671745298
22,7,6.39421021938324,11.884526201439215,0.5402057364290552
21,7,6.471933960914612,11.741800727371965,0.5591333679700936
20,7,6.699625372886658,11.34274749112246,0.567137374556123
19,7,6.892004370689392,11.026133299182627,0.5803228052201382
18,7,7.038655519485474,10.7964026197045,0.5998001455391389
17,7,7.569422721862793,10.039359893361757,0.5905505819624564
16,7,7.841387391090393,9.691162430785521,0.6056976519240951
15,7,8.13793158531189,9.338018892531409,0.6225345928354272
14,7,8.414157271385193,9.031464047885592,0.6451045748489709
13,7,9.022644758224487,8.422381787834519,0.6478755221411169
12,7,9.515579104423523,7.986078204577576,0.6655065170481314
11,7,10.149269819259644,7.487450845534215,0.6806773495940196
10,7,10.875394701957703,6.98753111701693,0.698753111701693
9,7,11.859127759933472,6.4079045633113925,0.7119893959234881
8,7,12.570866703987122,6.045101000527509,0.7556376250659387
7,7,14.155275344848633,5.368469142313467,0.7669241631876381
6,7,15.85612177848816,4.792606915574293,0.7987678192623822
5,7,18.40408754348755,4.129091361373197,0.8258182722746394
4,7,21.023017644882202,3.614712225115307,0.9036780562788268
3,7,28.13880145549774,2.7006181841097288,0.9002060613699095
2,7,39.55391252040863,1.9212298871966418,0.9606149435983209
1,7,75.99215888977051,1.0,1.0
32,8,10.858543992042542,15.196353553175005,0.4748860485367189
31,8,10.945032596588135,15.07627063872071,0.48633131092647447
30,8,11.086263060569763,14.884210547255615,0.49614035157518716
29,8,11.54842209815979,14.288555802101893,0.49270882076213424
28,8,11.533194541931152,14.307421328570857,0.510979333163245
27,8,11.920383095741272,13.842698867181129,0.5126925506363381
26,8,12.09019160270691,13.648276139712966,0.524933697681268
25,8,12.552527070045471,13.145581973653137,0.5258232789461255
24,8,12.463614821434021,13.239359201955605,0.5516399667481502
23,8,12.746524453163147,12.945511082813969,0.5628483079484334
22,8,13.068129420280457,12.626923737050156,0.5739510789568253
21,8,13.397776246070862,12.316243423170691,0.5864877820557473
20,8,13.818785309791565,11.941011447573585,0.5970505723786792
19,8,14.350717306137085,11.49839900373594,0.6051788949334705
18,8,14.67319369316101,11.245695860519579,0.6247608811399766
17,8,15.37449860572815,10.732725522138596,0.6313367954199174
16,8,16.19068706035614,10.191678275335223,0.6369798922084514
15,8,16.82020914554596,9.810239108678264,0.654015940578551
14,8,17.26891338825226,9.555336219824717,0.6825240157017655
13,8,18.790697813034058,8.781487266605094,0.6754990205080842
12,8,19.986873269081116,8.255932348910571,0.6879943624092143
11,8,20.928172945976257,7.884600055711427,0.7167818232464934
10,8,22.324944496154785,7.391296027822326,0.7391296027822326
9,8,24.453364491462708,6.747957878491202,0.7497730976101336
8,8,26.376752734184265,6.25589795827784,0.78198724478473
7,8,30.18533432483673,5.466571010943252,0.780938715849036
6,8,31.677634477615356,5.20904658118918,0.8681744301981967
5,8,39.25201988220215,4.203867063936818,0.8407734127873636
4,8,46.84878408908844,3.52218903402053,0.8805472585051325
3,8,60.28906774520874,2.7369849915932125,0.9123283305310709
2,8,84.76941812038422,1.9465778724757261,0.9732889362378631
1,8,165.01027357578278,1.0,1.0
32,9,21.586881637573242,15.771306572564866,0.49285333039265206
31,9,21.688246250152588,15.697596030819847,0.5063740655103176
30,9,22.134236812591553,15.381299618975985,0.5127099872991995
29,9,23.246005415916443,14.645670176895498,0.5050231095481206
28,9,23.4971284866333,14.489146128877438,0.5174695046027656
27,9,23.702194690704346,14.363789205788589,0.5319921928069847
26,9,24.181462049484253,14.079104379840421,0.541504014609247
25,9,25.12104594707489,13.552514054116497,0.5421005621646598
24,9,25.081905961036682,13.573662574953977,0.5655692739564157
23,9,25.568665266036987,13.315256182107593,0.5789241818307649
22,9,26.303208589553833,12.943414378238545,0.5883370171926612
21,9,27.096238017082214,12.56459764035168,0.59831417335008
20,9,28.005273818969727,12.156757704016032,0.6078378852008016
19,9,28.535640716552734,11.930810723109193,0.6279374064794312
18,9,29.64915895462036,11.482731391231734,0.6379295217350963
17,9,31.179837465286255,10.919021904167359,0.6422954061274917
16,9,33.360350489616394,10.205328279084082,0.6378330174427551
15,9,33.726845026016235,10.094431542269062,0.6729621028179374
14,9,35.441718220710754,9.606005164075004,0.6861432260053574
13,9,38.265881180763245,8.897046605135777,0.6843882003950598
12,9,40.01298785209656,8.508570504914193,0.7090475420761827
11,9,42.70244371891022,7.972689584064094,0.7247899621876449
10,9,46.897730112075806,7.259484146422996,0.7259484146422996
9,9,49.284791469573975,6.907878030934106,0.7675420034371229
8,9,52.4748615026474,6.487931906874352,0.810991488359294
7,9,61.296101570129395,5.554241126775789,0.793463018110827
6,9,68.14806723594666,4.995788465622937,0.8326314109371561
5,9,80.11832225322723,4.249381648005303,0.8498763296010606
4,9,96.03193247318268,3.545209593141445,0.8863023982853613
3,9,123.7096096277237,2.7520362345039855,0.9173454115013285
2,9,174.86292684078217,1.9469726053586616,0.9734863026793308
1,9,340.4533282518387,1.0,1.0
