cores,input,average_runtime
32,0,0.1230566024780273
32,1,0.2495005369186401
32,2,0.3655105113983154
32,3,0.4975531339645386
32,4,0.7007407426834107
32,5,0.9728610038757324
32,6,1.7880115985870362
32,7,5.376001596450806
32,8,11.501296591758727
32,9,22.07022635936737
31,0,0.1224536418914794
31,1,0.2440812587738037
31,2,0.3622583627700805
31,3,0.4942525625228882
31,4,0.7157408714294433
31,5,0.9797682523727416
31,6,1.777585792541504
31,7,5.439327335357666
31,8,11.211785244941712
31,9,21.782419514656063
30,0,0.1213635683059692
30,1,0.2415193080902099
30,2,0.3615275859832764
30,3,0.4901580572128295
30,4,0.710141944885254
30,5,0.9760694980621338
30,6,1.7897119522094729
30,7,5.539609241485596
30,8,11.241740369796752
30,9,22.163250851631165
29,0,0.1200222253799438
29,1,0.2397212743759155
29,2,0.3560243368148804
29,3,0.4919941425323486
29,4,0.7164052963256836
29,5,0.981912326812744
29,6,1.804379677772522
29,7,5.744605541229248
29,8,11.905223274230956
29,9,23.351933622360228
28,0,0.1195531845092773
28,1,0.2396518945693969
28,2,0.358507752418518
28,3,0.4900243759155273
28,4,0.7189616680145263
28,5,0.9926995754241944
28,6,1.840170931816101
28,7,5.873490595817566
28,8,11.746285343170166
28,9,24.14301674365997
27,0,0.1192975044250488
27,1,0.238267707824707
27,2,0.3525038242340088
27,3,0.4913002490997314
27,4,0.7156059503555298
27,5,0.9950485706329346
27,6,1.8630792856216432
27,7,5.91149001121521
27,8,11.977531623840331
27,9,23.80018615722656
26,0,0.1177738428115844
26,1,0.2364409446716308
26,2,0.3515586137771606
26,3,0.4932407855987549
26,4,0.7201656579971314
26,5,1.0036397218704225
26,6,1.8866331338882447
26,7,5.982785391807556
26,8,12.069055795669556
26,9,24.389184713363647
25,0,0.1171319246292114
25,1,0.2352428436279297
25,2,0.3508900880813598
25,3,0.4919471740722656
25,4,0.729750108718872
25,5,1.0162519931793212
25,6,1.931803250312805
25,7,6.221344614028931
25,8,12.569985055923462
25,9,25.06498432159424
24,0,0.1166213035583496
24,1,0.2331076860427856
24,2,0.3497588396072387
24,3,0.4912685632705688
24,4,0.7258715867996216
24,5,1.0258355855941772
24,6,1.9325968265533449
24,7,6.23309588432312
24,8,12.52393081188202
24,9,25.17001829147339
23,0,0.1163051843643188
23,1,0.2350835561752319
23,2,0.3491309404373169
23,3,0.4887560129165649
23,4,0.7351326704025268
23,5,1.0400824785232543
23,6,1.94458110332489
23,7,6.221777606010437
23,8,12.807771611213685
23,9,25.663759636878968
22,0,0.1151430130004882
22,1,0.2316145181655883
22,2,0.349835205078125
22,3,0.4900457620620727
22,4,0.7356547117233276
22,5,1.0400726318359377
22,6,1.9997178792953487
22,7,6.372018194198608
22,8,13.233920526504516
22,9,26.339049243927
21,0,0.1147104740142822
21,1,0.2290614128112792
21,2,0.3447129011154174
21,3,0.4893316268920898
21,4,0.7353788852691651
21,5,1.0552077293395996
21,6,2.005885934829712
21,7,6.473668384552002
21,8,13.626567006111143
21,9,27.055150294303893
20,0,0.113431978225708
20,1,0.2258791208267211
20,2,0.3445484399795532
20,3,0.4927031993865967
20,4,0.745933222770691
20,5,1.067864441871643
20,6,2.046820998191833
20,7,6.666906785964966
20,8,14.160707545280456
20,9,28.00361762046814
19,0,0.1132925271987915
19,1,0.2247899770736694
19,2,0.3450021028518676
19,3,0.4943907260894775
19,4,0.7527513980865479
19,5,1.0918867111206054
19,6,2.08400433063507
19,7,6.940529417991638
19,8,14.27316915988922
19,9,28.632963490486144
18,0,0.111580491065979
18,1,0.2224503993988037
18,2,0.3476792812347412
18,3,0.4975886344909668
18,4,0.7576724529266358
18,5,1.110671830177307
18,6,2.1772954940795897
18,7,7.079298377037048
18,8,14.682856893539428
18,9,30.111673831939697
17,0,0.1114424467086792
17,1,0.222325587272644
17,2,0.342690896987915
17,3,0.513090968132019
17,4,0.7742036819458008
17,5,1.1494545936584473
17,6,2.2603052616119386
17,7,7.702529406547546
17,8,15.56933114528656
17,9,31.8364461183548
16,0,0.1111591577529907
16,1,0.2198758363723754
16,2,0.342291784286499
16,3,0.5015577077865601
16,4,0.7870859861373901
16,5,1.1808547019958495
16,6,2.367412638664246
16,7,7.844046330451965
16,8,16.253818655014037
16,9,33.24339361190796
15,0,0.111496877670288
15,1,0.2194097995758056
15,2,0.3433996438980102
15,3,0.5132832050323486
15,4,0.8029298305511474
15,5,1.2300466775894163
15,6,2.428460693359375
15,7,8.29639720916748
15,8,17.09426877498627
15,9,33.99328012466431
14,0,0.1097268342971801
14,1,0.2190943241119384
14,2,0.3432318210601807
14,3,0.5116278648376464
14,4,0.8298459053039551
14,5,1.2544581174850464
14,6,2.49278347492218
14,7,8.539023733139038
14,8,17.491967821121214
14,9,36.04707047939301
13,0,0.1086059093475341
13,1,0.216998553276062
13,2,0.3442640542984009
13,3,0.5263084173202515
13,4,0.8404224157333374
13,5,1.2983804225921631
13,6,2.70016872882843
13,7,9.019736766815186
13,8,19.120753908157347
13,9,38.536058115959165
12,0,0.1083033084869384
12,1,0.2161353349685669
12,2,0.3440549373626709
12,3,0.5295772790908814
12,4,0.8716976404190063
12,5,1.332955002784729
12,6,2.8062312602996826
12,7,9.61195797920227
12,8,19.97880756855011
12,9,39.897936129570006
11,0,0.1059410572052002
11,1,0.2142872810363769
11,2,0.3461245775222778
11,3,0.5342783689498901
11,4,0.9067818641662596
11,5,1.418662714958191
11,6,2.9575936794281006
11,7,10.21736295223236
11,8,20.787171483039856
11,9,42.57320995330811
10,0,0.1059081315994262
10,1,0.2119002103805542
10,2,0.3470560550689697
10,3,0.5476944446563721
10,4,0.9370486497879028
10,5,1.484950065612793
10,6,3.142081308364868
10,7,10.747155022621154
10,8,22.165871739387512
10,9,46.229818201065065
9,0,0.1051422357559204
9,1,0.2128581523895263
9,2,0.3514214277267456
9,3,0.5613557577133179
9,4,0.9874387741088868
9,5,1.5774742126464845
9,6,3.360717749595642
9,7,11.699230575561524
9,8,24.40730469226837
9,9,49.39573557376862
8,0,0.1041130781173706
8,1,0.2120437622070312
8,2,0.3527083158493042
8,3,0.5723630428314209
8,4,1.0231055736541748
8,5,1.6784976959228517
8,6,3.668312692642212
8,7,12.630436372756956
8,8,26.37405135631561
8,9,53.06254308223724
7,0,0.1047697782516479
7,1,0.212587308883667
7,2,0.3578943967819213
7,3,0.5937171697616577
7,4,1.0829203128814695
7,5,1.8082096815109248
